START_ID;END_ID;:TYPE
5587;5443;post_relation
5588;5582;post_relation
5591;5590;post_relation
5592;5528;post_relation
5593;5528;post_relation
5595;5589;post_relation
5596;2454;post_relation
5603;5601;post_relation
5605;5602;post_relation
5607;5585;post_relation
5612;5602;post_relation
5614;5611;post_relation
5616;5606;post_relation
5620;5611;post_relation
5621;5618;post_relation
5622;5485;post_relation
5623;5602;post_relation
5626;2501;post_relation
5627;5624;post_relation
5628;5609;post_relation
5630;5609;post_relation
5631;5142;post_relation
5634;5632;post_relation
5636;5408;post_relation
5637;5615;post_relation
5638;5610;post_relation
5641;5589;post_relation
5642;155;post_relation
5645;5629;post_relation
5646;5643;post_relation
5647;5644;post_relation
5649;5618;post_relation
5651;5650;post_relation
5655;5648;post_relation
5657;5656;post_relation
5658;5653;post_relation
5659;5534;post_relation
5660;5652;post_relation
5661;5656;post_relation
5662;5656;post_relation
5664;5639;post_relation
5665;5534;post_relation
5668;5666;post_relation
5669;5663;post_relation
5670;2258;post_relation
5671;685;post_relation
5672;5663;post_relation
5674;5268;post_relation
5675;5639;post_relation
5676;5639;post_relation
5678;4883;post_relation
5680;5677;post_relation
5681;5373;post_relation
5682;5679;post_relation
5683;5677;post_relation
5685;5684;post_relation
5686;5654;post_relation
5688;5687;post_relation
5691;5690;post_relation
5696;5689;post_relation
5697;5695;post_relation
5698;5694;post_relation
5699;5695;post_relation
5700;5694;post_relation
5702;5701;post_relation
5704;5694;post_relation
5705;2258;post_relation
5709;5663;post_relation
5712;5710;post_relation
5713;5703;post_relation
5716;5703;post_relation
5720;5717;post_relation
5722;5574;post_relation
5724;2321;post_relation
5726;5574;post_relation
5729;5708;post_relation
5731;5725;post_relation
5733;5732;post_relation
5734;5706;post_relation
5736;5735;post_relation
5738;5718;post_relation
5742;307;post_relation
5743;1216;post_relation
5744;77;post_relation
5745;5737;post_relation
5749;5723;post_relation
5752;5147;post_relation
5753;5737;post_relation
5754;5746;post_relation
5755;5750;post_relation
5756;5303;post_relation
5757;5110;post_relation
5758;4974;post_relation
5759;596;post_relation
5760;3779;post_relation
5762;1213;post_relation
5763;5291;post_relation
5764;5737;post_relation
5765;5093;post_relation
5767;5766;post_relation
5769;326;post_relation
5770;5504;post_relation
5772;5771;post_relation
5773;5741;post_relation
5778;5776;post_relation
5780;5746;post_relation
5782;5777;post_relation
5784;5783;post_relation
5785;5775;post_relation
5788;5751;post_relation
5790;5789;post_relation
5792;5751;post_relation
5794;5793;post_relation
5795;2368;post_relation
5796;5791;post_relation
5798;5797;post_relation
5800;5761;post_relation
5805;5802;post_relation
5806;5803;post_relation
5807;744;post_relation
5811;5503;post_relation
5812;5808;post_relation
5813;1074;post_relation
5814;5809;post_relation
5815;5810;post_relation
5816;5318;post_relation
5818;5817;post_relation
5820;5318;post_relation
5824;5735;post_relation
5825;5821;post_relation
5827;5823;post_relation
5828;5826;post_relation
5832;5826;post_relation
5834;677;post_relation
5835;5819;post_relation
5836;5821;post_relation
5837;5789;post_relation
5841;5833;post_relation
5843;5789;post_relation
5845;5842;post_relation
5848;5846;post_relation
5849;5751;post_relation
5851;5267;post_relation
5852;5838;post_relation
5853;5817;post_relation
5854;5844;post_relation
5857;5838;post_relation
5858;5856;post_relation
5859;5856;post_relation
5861;5856;post_relation
5862;5789;post_relation
5864;5860;post_relation
5865;5863;post_relation
5868;5856;post_relation
5869;169;post_relation
5870;5679;post_relation
5872;5267;post_relation
5877;5875;post_relation
5878;5860;post_relation
5879;3751;post_relation
5880;5860;post_relation
5882;5863;post_relation
5883;5860;post_relation
5884;5881;post_relation
5886;5885;post_relation
5887;5885;post_relation
5888;5885;post_relation
5889;5650;post_relation
5892;5874;post_relation
5894;155;post_relation
5898;5897;post_relation
5901;5737;post_relation
5902;5893;post_relation
5903;5893;post_relation
5904;5663;post_relation
5907;5890;post_relation
5908;5875;post_relation
5909;5693;post_relation
5915;2667;post_relation
5917;5916;post_relation
5919;5916;post_relation
5920;5918;post_relation
5922;5921;post_relation
5923;5913;post_relation
5925;5924;post_relation
5926;5860;post_relation
5928;5927;post_relation
5929;5913;post_relation
5930;5910;post_relation
5934;5932;post_relation
5935;5881;post_relation
5937;5936;post_relation
5938;5933;post_relation
5939;5921;post_relation
5940;5933;post_relation
5942;5875;post_relation
5943;5867;post_relation
5947;5941;post_relation
5949;5921;post_relation
5950;5946;post_relation
5957;5946;post_relation
5959;5958;post_relation
5961;5960;post_relation
5962;5946;post_relation
5963;5933;post_relation
5965;5964;post_relation
5966;5946;post_relation
5967;661;post_relation
5971;5945;post_relation
5974;5968;post_relation
5976;5972;post_relation
5977;5972;post_relation
5978;5972;post_relation
5979;5969;post_relation
5980;5565;post_relation
5982;5972;post_relation
5984;5983;post_relation
5986;5941;post_relation
5988;5985;post_relation
5989;5970;post_relation
5993;5990;post_relation
5995;5992;post_relation
5997;5996;post_relation
5998;5209;post_relation
5999;2473;post_relation
6000;5992;post_relation
6001;5992;post_relation
6007;6006;post_relation
6008;6004;post_relation
6009;5981;post_relation
6014;5730;post_relation
6017;6011;post_relation
6023;6018;post_relation
6024;2651;post_relation
6025;6016;post_relation
6029;5996;post_relation
6033;6019;post_relation
6034;6019;post_relation
6038;6036;post_relation
6043;6040;post_relation
6045;6044;post_relation
6053;6051;post_relation
6055;6054;post_relation
6056;6052;post_relation
6057;6048;post_relation
6058;6048;post_relation
6059;6048;post_relation
6060;6050;post_relation
6061;6052;post_relation
6062;6042;post_relation
6063;6051;post_relation
6065;1034;post_relation
6067;6066;post_relation
6071;6068;post_relation
6073;6037;post_relation
6074;6050;post_relation
6079;744;post_relation
6081;5303;post_relation
6083;6082;post_relation
6087;6082;post_relation
6090;6089;post_relation
6093;1240;post_relation
6094;6092;post_relation
6095;6088;post_relation
6096;6068;post_relation
6102;6101;post_relation
6105;6099;post_relation
6109;6048;post_relation
6112;2432;post_relation
6114;6110;post_relation
6117;6113;post_relation
6118;6115;post_relation
6119;6110;post_relation
6124;6123;post_relation
6125;6116;post_relation
6126;6120;post_relation
6127;5799;post_relation
6129;2651;post_relation
6130;6099;post_relation
6131;6116;post_relation
6132;6116;post_relation
6134;6070;post_relation
6142;6137;post_relation
6143;6098;post_relation
6145;6141;post_relation
6147;6146;post_relation
6148;6146;post_relation
6149;6140;post_relation
6152;6080;post_relation
6154;6107;post_relation
6156;6140;post_relation
6157;6151;post_relation
6158;6137;post_relation
6159;6150;post_relation
6162;6151;post_relation
6166;6165;post_relation
6167;6137;post_relation
6168;5371;post_relation
6170;5345;post_relation
6173;6140;post_relation
6177;6172;post_relation
6178;6174;post_relation
6179;6175;post_relation
6187;5273;post_relation
6191;6188;post_relation
6193;6184;post_relation
6194;6190;post_relation
6195;6183;post_relation
6196;6183;post_relation
6197;6190;post_relation
6198;6181;post_relation
6203;6188;post_relation
6204;6200;post_relation
6207;6201;post_relation
6210;6209;post_relation
6211;6206;post_relation
6214;6169;post_relation
6218;6201;post_relation
6219;6213;post_relation
6220;3719;post_relation
6221;441;post_relation
6222;2651;post_relation
6223;6172;post_relation
6225;6205;post_relation
6228;6227;post_relation
6229;6226;post_relation
6230;6217;post_relation
6234;6232;post_relation
6237;6235;post_relation
6238;6233;post_relation
6239;6235;post_relation
6240;6232;post_relation
6245;6244;post_relation
6249;6200;post_relation
6251;6247;post_relation
6252;6190;post_relation
6258;6257;post_relation
6260;6242;post_relation
6261;6255;post_relation
6271;6270;post_relation
6272;6268;post_relation
6273;2576;post_relation
6275;6274;post_relation
6276;2576;post_relation
6277;6255;post_relation
6282;6259;post_relation
6283;6188;post_relation
6287;6280;post_relation
6288;6212;post_relation
6289;6259;post_relation
6291;6290;post_relation
6293;6267;post_relation
6298;6292;post_relation
6300;6295;post_relation
6303;6295;post_relation
6305;6301;post_relation
6306;6294;post_relation
6309;6264;post_relation
6310;6267;post_relation
6313;6186;post_relation
6315;6236;post_relation
6321;6318;post_relation
6323;6304;post_relation
6324;6318;post_relation
6326;6322;post_relation
6327;6318;post_relation
6329;6255;post_relation
6330;6322;post_relation
6333;6328;post_relation
6335;5990;post_relation
6336;6331;post_relation
6338;6328;post_relation
6343;6341;post_relation
6344;6341;post_relation
6346;6318;post_relation
6347;6331;post_relation
6348;6340;post_relation
6354;6350;post_relation
6356;6345;post_relation
6357;6350;post_relation
6358;6339;post_relation
6359;6325;post_relation
6360;5345;post_relation
6363;6361;post_relation
6364;6350;post_relation
6366;6139;post_relation
6368;6318;post_relation
6369;6349;post_relation
6372;6367;post_relation
6374;6365;post_relation
6376;6350;post_relation
6377;6342;post_relation
6381;1128;post_relation
6385;6384;post_relation
6386;253;post_relation
6388;6387;post_relation
6389;6387;post_relation
6390;6384;post_relation
6396;6031;post_relation
6399;694;post_relation
6400;6393;post_relation
6401;6189;post_relation
6403;5302;post_relation
6408;6405;post_relation
6409;6406;post_relation
6412;6349;post_relation
6413;6410;post_relation
6415;2257;post_relation
6416;6380;post_relation
6419;6394;post_relation
6421;6414;post_relation
6422;6380;post_relation
6424;6423;post_relation
6425;6406;post_relation
6428;6427;post_relation
6429;6417;post_relation
6430;6380;post_relation
6431;6208;post_relation
6432;6417;post_relation
6434;6076;post_relation
6437;6433;post_relation
6439;5303;post_relation
6444;6217;post_relation
6448;6208;post_relation
6450;6088;post_relation
6451;6189;post_relation
6452;6449;post_relation
6454;6208;post_relation
6455;5168;post_relation
6458;6438;post_relation
6461;6459;post_relation
6466;6464;post_relation
6468;6467;post_relation
6470;6464;post_relation
6471;6467;post_relation
6473;6472;post_relation
6481;6478;post_relation
6482;6472;post_relation
6484;6476;post_relation
6485;6459;post_relation
6487;6486;post_relation
6491;6490;post_relation
6493;6492;post_relation
6496;6494;post_relation
6497;6433;post_relation
6499;716;post_relation
6503;326;post_relation
6505;6500;post_relation
6512;6511;post_relation
6514;6507;post_relation
6517;6515;post_relation
6518;6511;post_relation
6521;6506;post_relation
6522;6519;post_relation
6523;784;post_relation
6524;6144;post_relation
6527;6510;post_relation
6529;6528;post_relation
6532;6531;post_relation
6534;6530;post_relation
6535;6530;post_relation
6536;6533;post_relation
6537;5987;post_relation
6543;661;post_relation
6545;6544;post_relation
6548;6316;post_relation
6549;6547;post_relation
6551;6547;post_relation
6552;6547;post_relation
6554;5371;post_relation
6556;977;post_relation
6557;6510;post_relation
6559;5257;post_relation
6562;6561;post_relation
6563;6510;post_relation
6564;6547;post_relation
6565;6561;post_relation
6566;6547;post_relation
6567;6533;post_relation
6569;2293;post_relation
6572;6570;post_relation
6573;919;post_relation
6574;6519;post_relation
6580;6577;post_relation
6581;253;post_relation
6582;6576;post_relation
6583;6578;post_relation
6584;6209;post_relation
6586;6576;post_relation
6593;6084;post_relation
6597;6578;post_relation
6598;6078;post_relation
6599;5257;post_relation
6600;6595;post_relation
6603;5233;post_relation
6605;6604;post_relation
6606;6604;post_relation
6607;6602;post_relation
6609;6595;post_relation
6615;6610;post_relation
6617;6616;post_relation
6619;5233;post_relation
6622;6620;post_relation
6627;6624;post_relation
6628;6608;post_relation
6638;6631;post_relation
6640;6635;post_relation
6641;6610;post_relation
6644;6639;post_relation
6646;6642;post_relation
6647;6643;post_relation
6650;6643;post_relation
6651;6648;post_relation
6653;6290;post_relation
6654;6558;post_relation
6655;6629;post_relation
6662;6656;post_relation
6663;6649;post_relation
6664;6295;post_relation
6666;6665;post_relation
6667;6665;post_relation
6670;6643;post_relation
6672;6634;post_relation
6673;6576;post_relation
6684;6683;post_relation
6685;6680;post_relation
6688;6675;post_relation
6689;6681;post_relation
6690;6660;post_relation
6696;6694;post_relation
6698;6086;post_relation
6699;6691;post_relation
6702;6701;post_relation
6703;6701;post_relation
6704;6679;post_relation
6705;6694;post_relation
6707;6700;post_relation
6710;6674;post_relation
6711;6709;post_relation
6714;6674;post_relation
6716;6715;post_relation
6717;6715;post_relation
6718;6715;post_relation
6720;6719;post_relation
6722;6715;post_relation
6724;6576;post_relation
6725;6721;post_relation
6729;6727;post_relation
6732;6726;post_relation
6739;6737;post_relation
6741;6726;post_relation
6743;6740;post_relation
6745;6727;post_relation
6746;6691;post_relation
6747;6727;post_relation
6752;5667;post_relation
6754;6750;post_relation
6755;6736;post_relation
6756;5001;post_relation
6757;6088;post_relation
6758;6751;post_relation
6759;6737;post_relation
6761;6576;post_relation
6764;6750;post_relation
6767;6765;post_relation
6769;904;post_relation
6770;6750;post_relation
6771;5178;post_relation
6777;6773;post_relation
6781;6773;post_relation
6782;6768;post_relation
6784;6555;post_relation
6788;6776;post_relation
6790;6787;post_relation
6795;6794;post_relation
6796;6792;post_relation
6799;5357;post_relation
6800;5357;post_relation
6801;6611;post_relation
6802;5303;post_relation
6803;6394;post_relation
