START_ID;END_ID;:TYPE
2417;2416;post_relation
2418;2303;post_relation
2419;2416;post_relation
2420;1216;post_relation
2421;1216;post_relation
2423;2422;post_relation
2424;2303;post_relation
2425;2416;post_relation
2428;2427;post_relation
2429;2426;post_relation
2431;1216;post_relation
2434;2432;post_relation
2435;974;post_relation
2438;2269;post_relation
2441;2384;post_relation
2442;2436;post_relation
2443;1216;post_relation
2449;2445;post_relation
2450;2436;post_relation
2452;2447;post_relation
2453;2303;post_relation
2455;2268;post_relation
2456;566;post_relation
2457;1079;post_relation
2458;2303;post_relation
2459;2303;post_relation
2462;2439;post_relation
2468;2263;post_relation
2471;1154;post_relation
2472;1189;post_relation
2475;977;post_relation
2476;2469;post_relation
2477;2451;post_relation
2478;1075;post_relation
2479;2473;post_relation
2482;2480;post_relation
2483;2474;post_relation
2488;2487;post_relation
2490;2463;post_relation
2492;2489;post_relation
2496;2486;post_relation
2505;2486;post_relation
2506;2463;post_relation
2509;2507;post_relation
2511;2495;post_relation
2512;2510;post_relation
2514;2502;post_relation
2515;1246;post_relation
2517;2486;post_relation
2518;2500;post_relation
2519;2508;post_relation
2520;2510;post_relation
2522;2510;post_relation
2524;2521;post_relation
2526;2521;post_relation
2528;2527;post_relation
2529;1227;post_relation
2530;2500;post_relation
2535;2534;post_relation
2536;2516;post_relation
2540;1166;post_relation
2544;2543;post_relation
2545;2543;post_relation
2546;2507;post_relation
2549;2543;post_relation
2551;2474;post_relation
2552;2541;post_relation
2553;2547;post_relation
2555;641;post_relation
2557;2547;post_relation
2559;2543;post_relation
2561;2527;post_relation
2562;2527;post_relation
2565;806;post_relation
2566;2538;post_relation
2569;2567;post_relation
2570;2567;post_relation
2571;2499;post_relation
2572;2499;post_relation
2573;2568;post_relation
2574;660;post_relation
2577;2567;post_relation
2580;2578;post_relation
2583;2568;post_relation
2584;2581;post_relation
2585;2582;post_relation
2588;2313;post_relation
2589;2525;post_relation
2594;2579;post_relation
2595;2582;post_relation
2597;2596;post_relation
2599;2598;post_relation
2602;2598;post_relation
2604;155;post_relation
2605;2587;post_relation
2606;2586;post_relation
2607;2596;post_relation
2610;2609;post_relation
2611;2609;post_relation
2613;1007;post_relation
2614;2612;post_relation
2615;2608;post_relation
2616;2609;post_relation
2617;867;post_relation
2619;2494;post_relation
2620;954;post_relation
2621;2601;post_relation
2622;2593;post_relation
2624;2618;post_relation
2625;2593;post_relation
2626;2432;post_relation
2630;2629;post_relation
2635;2593;post_relation
2636;2631;post_relation
2637;2633;post_relation
2639;2634;post_relation
2640;2631;post_relation
2641;2568;post_relation
2648;2646;post_relation
2649;2645;post_relation
2650;2642;post_relation
2653;2651;post_relation
2655;2651;post_relation
2656;2491;post_relation
2660;2658;post_relation
2661;2659;post_relation
2662;2659;post_relation
2663;2631;post_relation
2664;2654;post_relation
2669;2427;post_relation
2671;2659;post_relation
2675;2658;post_relation
2676;2673;post_relation
2678;2677;post_relation
2679;2670;post_relation
3685;2670;post_relation
3689;2668;post_relation
3691;3688;post_relation
3692;2631;post_relation
3694;3693;post_relation
3696;2668;post_relation
3697;19;post_relation
3698;2631;post_relation
3701;3693;post_relation
3703;3690;post_relation
3706;3705;post_relation
3707;421;post_relation
3708;421;post_relation
3713;3702;post_relation
3715;1190;post_relation
3716;1243;post_relation
3717;3711;post_relation
3720;3718;post_relation
3722;3721;post_relation
3723;3718;post_relation
3724;2668;post_relation
3725;3700;post_relation
3726;2673;post_relation
3729;3728;post_relation
3731;3730;post_relation
3732;3730;post_relation
3735;3734;post_relation
3736;3733;post_relation
3737;2510;post_relation
3739;3738;post_relation
3746;3743;post_relation
3747;3740;post_relation
3748;2651;post_relation
3749;3742;post_relation
3752;3745;post_relation
3753;3742;post_relation
3757;116;post_relation
3758;3741;post_relation
3761;3760;post_relation
3762;3760;post_relation
3764;3738;post_relation
3767;3766;post_relation
3773;3772;post_relation
3774;3772;post_relation
3775;2507;post_relation
3776;3759;post_relation
3777;3759;post_relation
3785;3740;post_relation
3787;3784;post_relation
3791;3788;post_relation
3793;3788;post_relation
3796;3792;post_relation
3798;2346;post_relation
3799;1174;post_relation
3800;3770;post_relation
3801;3770;post_relation
3802;3770;post_relation
3805;3770;post_relation
3806;2346;post_relation
3810;3807;post_relation
3812;2578;post_relation
3813;3804;post_relation
3815;3814;post_relation
3816;3808;post_relation
3817;3770;post_relation
3818;3811;post_relation
3819;3770;post_relation
3820;1007;post_relation
3823;3821;post_relation
3827;3826;post_relation
4826;3804;post_relation
4828;4827;post_relation
4829;713;post_relation
4830;3804;post_relation
4833;4831;post_relation
4835;4834;post_relation
4838;4836;post_relation
4839;3804;post_relation
4842;2612;post_relation
4843;3795;post_relation
4846;4844;post_relation
4847;4837;post_relation
4848;3797;post_relation
4850;2346;post_relation
4851;3781;post_relation
4853;4852;post_relation
4856;3771;post_relation
4860;4859;post_relation
4861;4845;post_relation
4862;3781;post_relation
4863;2436;post_relation
4865;3719;post_relation
4866;4864;post_relation
4867;4855;post_relation
4868;4845;post_relation
4870;4859;post_relation
4872;3771;post_relation
4874;4873;post_relation
4877;4875;post_relation
4878;4876;post_relation
4885;4836;post_relation
4886;853;post_relation
4887;4884;post_relation
4888;1253;post_relation
4889;4880;post_relation
4890;4883;post_relation
4891;441;post_relation
4892;4880;post_relation
4894;3763;post_relation
4895;1208;post_relation
4896;2558;post_relation
4897;1094;post_relation
4898;155;post_relation
4899;4881;post_relation
4900;2489;post_relation
4902;3730;post_relation
4904;4903;post_relation
4905;4881;post_relation
4912;4901;post_relation
4915;4914;post_relation
4916;4914;post_relation
4920;4914;post_relation
4922;4921;post_relation
4924;4921;post_relation
4926;4925;post_relation
4927;4925;post_relation
4928;4923;post_relation
4929;4925;post_relation
4930;4925;post_relation
4931;4925;post_relation
4934;4917;post_relation
4937;4935;post_relation
4938;4936;post_relation
4941;2682;post_relation
4945;4943;post_relation
4946;4942;post_relation
4947;4944;post_relation
4948;4944;post_relation
4952;4951;post_relation
4953;4944;post_relation
4954;4949;post_relation
4956;155;post_relation
4958;4875;post_relation
4959;4875;post_relation
4960;4957;post_relation
4961;4957;post_relation
4962;4957;post_relation
4964;4963;post_relation
4965;4875;post_relation
4966;4957;post_relation
4969;305;post_relation
4970;4957;post_relation
4972;4967;post_relation
4973;155;post_relation
4975;4974;post_relation
4976;4968;post_relation
4981;4978;post_relation
4982;4977;post_relation
4983;4951;post_relation
4984;41;post_relation
4987;4986;post_relation
4988;4876;post_relation
4989;41;post_relation
4990;4951;post_relation
4991;4980;post_relation
4993;4951;post_relation
4994;4879;post_relation
4996;4977;post_relation
4997;155;post_relation
4999;4879;post_relation
5002;4998;post_relation
5004;5000;post_relation
5005;4995;post_relation
5006;4995;post_relation
5008;5001;post_relation
5009;5007;post_relation
5010;5007;post_relation
5011;4985;post_relation
5015;5014;post_relation
5016;5013;post_relation
5017;4979;post_relation
5018;5007;post_relation
5019;5000;post_relation
5020;4955;post_relation
5022;5021;post_relation
5025;5024;post_relation
5026;5023;post_relation
5027;4977;post_relation
5028;3797;post_relation
5029;155;post_relation
5030;3699;post_relation
5031;3699;post_relation
5032;5023;post_relation
5034;5033;post_relation
5037;5001;post_relation
5039;5038;post_relation
5041;5040;post_relation
5042;5033;post_relation
5043;5040;post_relation
5044;5033;post_relation
5045;5033;post_relation
5046;2513;post_relation
5048;5047;post_relation
5049;155;post_relation
5051;5050;post_relation
5053;5050;post_relation
5054;5050;post_relation
5056;5055;post_relation
5058;5055;post_relation
5060;4992;post_relation
5062;5061;post_relation
5063;5061;post_relation
5065;5061;post_relation
5066;5050;post_relation
5067;5061;post_relation
5068;5061;post_relation
5070;5061;post_relation
5071;5038;post_relation
5077;5074;post_relation
5078;5047;post_relation
5081;5080;post_relation
5082;5079;post_relation
5084;5064;post_relation
5086;5085;post_relation
5087;5073;post_relation
5089;5088;post_relation
5094;5091;post_relation
5095;540;post_relation
5096;5092;post_relation
5098;5097;post_relation
5099;5055;post_relation
5101;5080;post_relation
5103;4977;post_relation
5104;4950;post_relation
5106;5093;post_relation
5107;5085;post_relation
5111;5109;post_relation
5112;5108;post_relation
5114;5113;post_relation
5117;5115;post_relation
5118;5115;post_relation
5124;5120;post_relation
5125;5122;post_relation
5128;5121;post_relation
5130;5129;post_relation
5131;61;post_relation
5132;2652;post_relation
5133;5047;post_relation
5134;5129;post_relation
5135;5119;post_relation
5136;5129;post_relation
5140;5138;post_relation
5141;61;post_relation
5146;5145;post_relation
5148;5147;post_relation
5149;5145;post_relation
5150;5147;post_relation
5151;5137;post_relation
5152;2504;post_relation
5153;5109;post_relation
5156;5155;post_relation
5158;2269;post_relation
5161;2269;post_relation
5162;2504;post_relation
5167;5165;post_relation
5169;2504;post_relation
5173;5171;post_relation
5179;5178;post_relation
5180;5164;post_relation
5181;5160;post_relation
5182;5178;post_relation
5184;5175;post_relation
5185;5171;post_relation
5188;5170;post_relation
5200;5193;post_relation
5201;5199;post_relation
5202;5193;post_relation
5203;5196;post_relation
5206;5205;post_relation
5207;5170;post_relation
5210;5198;post_relation
5211;5208;post_relation
5215;5205;post_relation
5216;5214;post_relation
5217;2269;post_relation
5220;5212;post_relation
5221;1151;post_relation
5222;1151;post_relation
5223;5166;post_relation
5225;5192;post_relation
5229;5226;post_relation
5230;1227;post_relation
5232;435;post_relation
5234;5192;post_relation
5235;5227;post_relation
5236;5228;post_relation
5237;5204;post_relation
5238;1151;post_relation
5239;5231;post_relation
5241;2353;post_relation
5242;5233;post_relation
5248;2575;post_relation
5251;5244;post_relation
5252;1165;post_relation
5253;5120;post_relation
5254;5196;post_relation
5256;5255;post_relation
5259;5249;post_relation
5263;851;post_relation
5265;5264;post_relation
5269;5264;post_relation
5270;4980;post_relation
5275;5255;post_relation
5276;5255;post_relation
5278;5277;post_relation
5281;5244;post_relation
5282;5279;post_relation
5285;2543;post_relation
5286;5243;post_relation
5288;5280;post_relation
5289;5287;post_relation
5290;5287;post_relation
5295;778;post_relation
5298;5294;post_relation
5299;5294;post_relation
5300;5255;post_relation
5306;5305;post_relation
5308;5304;post_relation
5310;5309;post_relation
5312;5305;post_relation
5314;5313;post_relation
5315;5304;post_relation
5319;5309;post_relation
5324;5323;post_relation
5325;5322;post_relation
5327;5320;post_relation
5333;5332;post_relation
5334;5330;post_relation
5337;5329;post_relation
5338;5336;post_relation
5342;2391;post_relation
5343;5301;post_relation
5347;5330;post_relation
5350;3763;post_relation
5351;5345;post_relation
5352;5345;post_relation
5353;5301;post_relation
5354;5326;post_relation
5355;5345;post_relation
5359;5326;post_relation
5360;5358;post_relation
5361;5357;post_relation
5362;5345;post_relation
5365;5357;post_relation
5366;5316;post_relation
5368;5357;post_relation
5369;5316;post_relation
5370;5357;post_relation
5376;5374;post_relation
5381;587;post_relation
5382;4949;post_relation
5384;5367;post_relation
5385;5357;post_relation
5387;5379;post_relation
5388;5316;post_relation
5389;694;post_relation
5391;5386;post_relation
5394;5380;post_relation
5395;5383;post_relation
5396;5079;post_relation
5397;641;post_relation
5399;5326;post_relation
5400;5383;post_relation
5402;5401;post_relation
5403;5383;post_relation
5407;5404;post_relation
5410;1059;post_relation
5411;2667;post_relation
5414;5413;post_relation
5418;5380;post_relation
5419;5379;post_relation
5429;5427;post_relation
5430;5417;post_relation
5431;661;post_relation
5432;2269;post_relation
5437;5436;post_relation
5440;5438;post_relation
5441;5438;post_relation
5444;5443;post_relation
5446;5442;post_relation
5447;5445;post_relation
5448;5443;post_relation
5449;5443;post_relation
5450;5443;post_relation
5452;5443;post_relation
5457;5438;post_relation
5460;5459;post_relation
5461;5442;post_relation
5466;778;post_relation
5469;5261;post_relation
5473;5464;post_relation
5474;5428;post_relation
5477;5471;post_relation
5480;5443;post_relation
5483;5178;post_relation
5488;5357;post_relation
5490;5489;post_relation
5491;5178;post_relation
5496;5492;post_relation
5505;5502;post_relation
5506;5504;post_relation
5507;5485;post_relation
5508;736;post_relation
5509;653;post_relation
5510;384;post_relation
5511;310;post_relation
5512;5493;post_relation
5513;5481;post_relation
5515;5514;post_relation
5517;5514;post_relation
5521;5519;post_relation
5525;5212;post_relation
5526;5524;post_relation
5527;5519;post_relation
5531;5529;post_relation
5533;5530;post_relation
5535;5529;post_relation
5536;5534;post_relation
5538;5537;post_relation
5539;5534;post_relation
5541;2523;post_relation
5542;2643;post_relation
5550;5549;post_relation
5552;5267;post_relation
5553;5443;post_relation
5554;5547;post_relation
5559;5548;post_relation
5560;5557;post_relation
5562;5558;post_relation
5563;5544;post_relation
5564;5561;post_relation
5571;5561;post_relation
5573;5572;post_relation
5576;5551;post_relation
5577;5566;post_relation
5578;5566;post_relation
5579;5566;post_relation
5586;5581;post_relation
