doc,1,2,3,4,5,6,7,8,9,10
1906,0.104007804,0.094266025,0.106269761,0.110283183,0.087512123,0.110000919,0.089499899,0.102140303,0.104475869,0.091544113
1042,0.097527982,0.130211307,0.068890206,0.071425924,0.168340583,0.064130582,0.125680712,0.126835219,0.0649377,0.082019785
1300,0.093931737,0.079751083,0.078376115,0.091465029,0.091058786,0.109239581,0.134374172,0.08891409,0.089357663,0.143531744
152,0.09206197,0.104753688,0.111442356,0.099112841,0.095196866,0.099203875,0.094764459,0.107245745,0.107633912,0.088584288
162,0.109200875,0.100690823,0.097386844,0.114004287,0.094392735,0.10551617,0.087005192,0.102320501,0.105650927,0.083831648
1750,0.104613708,0.093352285,0.09748875,0.087940318,0.105008679,0.102913148,0.115276858,0.096285193,0.107441372,0.089679691
1228,0.11371613,0.102211549,0.097073054,0.100601337,0.092527571,0.10685546,0.094796364,0.096628721,0.103523002,0.092066812
1132,0.104646173,0.093577169,0.095376916,0.104343677,0.093178179,0.108775541,0.090341662,0.107976176,0.105623711,0.096160796
720,0.108058259,0.10788875,0.098226293,0.1077067,0.08925293,0.102524702,0.090679056,0.102554201,0.099176623,0.093932486
770,0.088862908,0.091682607,0.104218168,0.093237346,0.100063962,0.101781903,0.089419694,0.092078943,0.0898156,0.148838868
862,0.098057083,0.106422928,0.099077213,0.101820587,0.092375465,0.10322387,0.095543095,0.099268644,0.104228579,0.099982536
1066,0.088291185,0.102140492,0.10356563,0.083917324,0.112533135,0.121512184,0.111297881,0.076442646,0.119533367,0.080766155
1290,0.11922343,0.097387149,0.105975235,0.097874369,0.096437583,0.099933984,0.089260064,0.106033943,0.096798418,0.091075824
694,0.099906057,0.099478805,0.096587909,0.106634592,0.090098497,0.105798494,0.097212401,0.099167793,0.101342744,0.103772707
280,0.104762786,0.08705463,0.104864217,0.101217212,0.09390165,0.122945243,0.109200936,0.088115886,0.100285785,0.087651656
922,0.100691713,0.101348299,0.111183581,0.097132563,0.097936634,0.087352321,0.099628719,0.088292573,0.102605168,0.11382843
446,0.101563819,0.099483739,0.102059903,0.109107773,0.0955984,0.102415896,0.104117392,0.096117455,0.101734786,0.087800837
1730,0.109516045,0.095397803,0.095516609,0.11377399,0.090997336,0.102670736,0.096334113,0.100411973,0.098276345,0.097105048
348,0.10969556,0.102770703,0.101601633,0.105158412,0.091077098,0.103023197,0.093168299,0.099700484,0.097784186,0.096020428
1418,0.097224559,0.096041579,0.094053035,0.097109789,0.091701876,0.09643202,0.087678314,0.097979765,0.139689018,0.102090045
332,0.091082939,0.096924334,0.090650439,0.102571944,0.098736383,0.103298825,0.09702278,0.105093281,0.10710657,0.107512506
1070,0.108642147,0.093644628,0.092606923,0.100127845,0.100359799,0.105355076,0.096106467,0.100385031,0.097952802,0.104819281
532,0.104882177,0.1004812,0.096851752,0.106200472,0.095086531,0.106913368,0.095200513,0.099831269,0.098112376,0.096440341
858,0.092691775,0.118209601,0.102311088,0.114396947,0.09154109,0.086727836,0.085740594,0.092816589,0.104277791,0.111286688
1216,0.107811319,0.096499396,0.093941574,0.097937567,0.094031804,0.106335005,0.099580166,0.10415753,0.10855028,0.091155361
1930,0.097309371,0.101294761,0.108309621,0.092455765,0.095571574,0.099006407,0.106764498,0.112175416,0.090183082,0.096929506
1622,0.099233157,0.091517922,0.102981904,0.108095812,0.094235519,0.102883802,0.099803244,0.106718893,0.09858666,0.095943088
28,0.062942602,0.106701376,0.112658396,0.102841954,0.113241037,0.088844699,0.119543296,0.125238603,0.078858043,0.089129994
106,0.10500074,0.098270582,0.103619629,0.097653475,0.092251801,0.111017594,0.0861604,0.096211648,0.091943303,0.117870828
88,0.092169765,0.098791669,0.10743206,0.096958196,0.096049072,0.099162649,0.104147098,0.105731572,0.103144777,0.096413142
1802,0.10459272,0.092696805,0.095343119,0.107781157,0.102803251,0.102306438,0.093727811,0.099083388,0.113554415,0.088110898
1448,0.100103435,0.101675058,0.105439182,0.096619147,0.10006838,0.102897423,0.093288986,0.107124502,0.09869777,0.094086117
418,0.074350167,0.12161113,0.093710431,0.126705999,0.084444088,0.102366868,0.097771631,0.098628178,0.107169036,0.093242472
238,0.159623548,0.084764073,0.10008114,0.116686622,0.08859938,0.096707905,0.093108619,0.08349458,0.090512679,0.086421455
20,0.100389084,0.097195332,0.101703425,0.10504805,0.091876408,0.10450755,0.087103939,0.099888043,0.112324267,0.099963901
268,0.094612458,0.100280711,0.101026165,0.127576595,0.083586308,0.096245024,0.094112986,0.106473043,0.103391137,0.092695572
1618,0.099305008,0.102260019,0.098693517,0.108760695,0.095355299,0.098566755,0.088660493,0.103028813,0.102758375,0.102611026
504,0.10442158,0.097596811,0.095862299,0.106440317,0.087476051,0.117313586,0.087423485,0.094499042,0.124040434,0.084926394
1904,0.1316666,0.093751267,0.108410115,0.111075968,0.089508789,0.111855696,0.086993348,0.095352953,0.083105015,0.088280248
86,0.095242823,0.092425762,0.098222115,0.118611154,0.103591875,0.098159958,0.100364085,0.099995102,0.103412461,0.089974665
60,0.124693085,0.096780199,0.102866123,0.084381569,0.084093307,0.104549715,0.096063634,0.122498802,0.094551969,0.089521597
1462,0.082648074,0.090314969,0.096713569,0.105010776,0.091506585,0.104484755,0.105714485,0.099012971,0.130246546,0.09434727
36,0.094333538,0.099886539,0.108113228,0.103162979,0.085481727,0.107240835,0.091196951,0.099965271,0.111980613,0.098638318
1206,0.045949445,0.383942187,0.083090524,0.120016728,0.078447576,0.074263582,0.041924454,0.035404979,0.062454784,0.07450574
924,0.106133511,0.096527781,0.106373713,0.102543654,0.097205246,0.102609115,0.093057941,0.099654862,0.09524435,0.100649829
940,0.105557684,0.089345594,0.11988911,0.098892028,0.094099779,0.095674156,0.083621195,0.096089647,0.10688389,0.109946917
128,0.135860947,0.096644278,0.087382222,0.114460323,0.087958029,0.084690042,0.089303949,0.107124777,0.0898418,0.106733632
960,0.100137541,0.129982012,0.108222902,0.092654109,0.147575185,0.079208583,0.084471481,0.085328546,0.090464913,0.081954728
1786,0.09295472,0.123941647,0.105029822,0.090681086,0.092592757,0.106038616,0.100203168,0.097924988,0.092146393,0.098486803
1426,0.121228954,0.099134173,0.090761215,0.097088492,0.096751825,0.110017755,0.074543517,0.090195937,0.105947086,0.114331047
1840,0.089185908,0.093021412,0.082938969,0.115894122,0.101435036,0.103390334,0.099369765,0.111830814,0.112669137,0.090264504
512,0.099299241,0.094175725,0.104669931,0.099036771,0.094744483,0.109941276,0.096877093,0.095990579,0.111797644,0.093467257
434,0.112542494,0.081780861,0.101351743,0.114417361,0.089449509,0.09521619,0.100266334,0.094563014,0.089193455,0.121219039
96,0.075232681,0.092597209,0.086118866,0.083336213,0.111189128,0.126273402,0.173840238,0.080911759,0.088627282,0.081873222
1006,0.093655747,0.12284173,0.089586408,0.088359991,0.081863713,0.08534839,0.124860329,0.088735573,0.102418413,0.122329705
72,0.088630408,0.138882396,0.179217903,0.083802054,0.106553952,0.135874202,0.069918233,0.069328176,0.058182235,0.069610442
1192,0.10414187,0.115448205,0.094654015,0.107988537,0.092346732,0.096134474,0.086249864,0.097949378,0.097573778,0.107513147
124,0.069852415,0.059331878,0.075493791,0.08205012,0.085897814,0.099767705,0.088578137,0.071600082,0.065387824,0.302040235
1420,0.108858025,0.0969509,0.168727389,0.110079755,0.072091924,0.075421181,0.082278656,0.093624325,0.066188527,0.125779318
372,0.096987878,0.090358487,0.095324582,0.097022701,0.095343587,0.108167068,0.100249954,0.103383554,0.102515024,0.110647164
600,0.104420834,0.090421447,0.089165895,0.11180383,0.092303662,0.114460397,0.095779785,0.103016148,0.110329897,0.088298105
1178,0.080595998,0.119668862,0.07991083,0.122173666,0.090014656,0.099909144,0.086062328,0.099464812,0.125079091,0.097120613
726,0.090630935,0.103548089,0.099456501,0.101696624,0.091237102,0.106807835,0.094818716,0.097301391,0.112758231,0.101744576
1298,0.098001564,0.096112056,0.090539518,0.104590902,0.085928495,0.115558959,0.099801945,0.098704143,0.092585152,0.118177266
1766,0.094914106,0.103016778,0.115564296,0.088005018,0.096301843,0.108238473,0.104534873,0.095514437,0.104603378,0.0893068
1184,0.113607791,0.095262631,0.098451695,0.115633553,0.090198901,0.109781978,0.08409426,0.107539258,0.097598734,0.087831199
1874,0.098596988,0.100927875,0.103361103,0.113394545,0.09425691,0.098592222,0.096045031,0.097034736,0.099806255,0.097984335
678,0.112794489,0.094457402,0.095545151,0.088647389,0.101985807,0.10076856,0.098280028,0.117294983,0.093302536,0.096923656
378,0.109217232,0.136383027,0.084199555,0.099266444,0.112955509,0.104338375,0.093109388,0.074971396,0.104167304,0.08139177
26,0.107449095,0.091395999,0.105461648,0.114081179,0.091826526,0.103554709,0.097214588,0.09426174,0.088423782,0.106330733
1856,0.127445199,0.092633152,0.092425286,0.098642536,0.096782856,0.100759238,0.080388214,0.102906557,0.093251206,0.114765758
294,0.100212807,0.095073459,0.120437851,0.106947051,0.089367397,0.095458302,0.085413187,0.113594033,0.097122684,0.09637323
634,0.12501895,0.093194535,0.098116967,0.11351073,0.093498832,0.094743038,0.090659493,0.098643757,0.097376361,0.095237337
1948,0.106846545,0.109770103,0.099227896,0.092724933,0.0939544,0.103859194,0.089935179,0.09280706,0.107114574,0.103760115
1342,0.103939612,0.109438357,0.106367877,0.093923712,0.085286404,0.105458762,0.095366658,0.099786325,0.09940542,0.101026874
1378,0.104678429,0.088189922,0.103715553,0.10526645,0.087622035,0.121605034,0.080638338,0.096284487,0.103753119,0.108246632
1832,0.061037863,0.106196853,0.086105596,0.084015256,0.077400135,0.097524635,0.133642155,0.076861013,0.166970025,0.110246469
484,0.092460872,0.0947018,0.081400043,0.09226465,0.112533314,0.115450666,0.070561725,0.095844053,0.071120604,0.173662274
550,0.091951438,0.124032361,0.091550107,0.090746251,0.090479425,0.092752756,0.093129063,0.08685881,0.10461151,0.133888278
762,0.099135768,0.102597675,0.096694875,0.094449464,0.096274425,0.116368057,0.095099532,0.114781541,0.091295332,0.093303331
130,0.097668682,0.094896826,0.103794289,0.10535053,0.095120311,0.1054408,0.099358269,0.100310574,0.103273395,0.094786324
860,0.11120358,0.100942532,0.090334145,0.114322498,0.088754197,0.10377866,0.089976903,0.102028625,0.099335839,0.09932302
1166,0.107912689,0.096277434,0.092553484,0.103352988,0.088217282,0.104222152,0.092255993,0.108709322,0.116818643,0.089680013
990,0.110993175,0.095416726,0.095838517,0.098291919,0.098215578,0.111600444,0.093729327,0.105357015,0.091048637,0.099508662
1644,0.120509479,0.097151192,0.093663191,0.11320574,0.087742741,0.108158989,0.097830522,0.09113965,0.101692582,0.088905914
1822,0.095566987,0.100618614,0.095345556,0.104423214,0.098388004,0.103275924,0.091705585,0.10357966,0.111440296,0.095656159
296,0.091697293,0.108036802,0.127217121,0.09663215,0.085927396,0.105618999,0.09525048,0.102252977,0.103538213,0.083828568
1026,0.081109479,0.110932477,0.109296871,0.087182239,0.112094233,0.107550072,0.110602676,0.102150839,0.090508354,0.088572761
248,0.107505915,0.081370211,0.114083152,0.081519047,0.10874433,0.104140175,0.106133302,0.093253458,0.121912314,0.081338096
1064,0.095961384,0.101847968,0.099850283,0.101951181,0.103455772,0.09815782,0.101068039,0.101614079,0.10376475,0.092328724
178,0.114440203,0.102533568,0.09922975,0.097502265,0.087744014,0.114455304,0.082608773,0.100502798,0.104711725,0.096271599
1508,0.09180518,0.101104472,0.104030366,0.095002567,0.102544841,0.09903742,0.098183884,0.105361473,0.105332528,0.097597268
1844,0.10614921,0.095012824,0.092264449,0.08962234,0.108078765,0.106764887,0.092369111,0.108239978,0.10226744,0.099230996
1122,0.105881364,0.095365551,0.099706729,0.104305027,0.095267275,0.101267226,0.095087762,0.106858076,0.103464575,0.092796413
244,0.096100862,0.090505276,0.10050355,0.102037828,0.093519779,0.102938616,0.093502934,0.11475577,0.123507397,0.082627988
684,0.103615719,0.097395531,0.098097155,0.098291563,0.092838115,0.103959823,0.092813734,0.105586845,0.092817598,0.114583917
1388,0.102726876,0.099120779,0.107305751,0.106128938,0.092754113,0.102070176,0.089994914,0.100924671,0.102427682,0.0965461
134,0.087505615,0.105941254,0.098459074,0.111047397,0.10680527,0.095798689,0.101842976,0.098544625,0.100768664,0.093286435
278,0.119873763,0.100299806,0.101277518,0.099807907,0.090893493,0.102493578,0.08182979,0.100294779,0.110438605,0.092790762
718,0.067160169,0.11393624,0.153250124,0.088139874,0.098479417,0.109311692,0.092247108,0.101426753,0.07813683,0.097911794
980,0.133528833,0.089676209,0.089381114,0.094368891,0.114879475,0.09454847,0.089964336,0.095274435,0.105639541,0.092738695
1140,0.131581725,0.141238771,0.063431518,0.162697982,0.08511989,0.079746859,0.064406242,0.096088492,0.070844793,0.104843727
802,0.114798552,0.092355611,0.0861896,0.093348212,0.086671117,0.10302408,0.110160988,0.125494419,0.088391892,0.09956553
50,0.103128037,0.091927796,0.095945301,0.105728613,0.086471871,0.102633731,0.087968774,0.093380626,0.106990111,0.125825141
422,0.090225206,0.105013742,0.097394674,0.114292601,0.10437849,0.102870168,0.096285867,0.092327875,0.097417957,0.099793419
374,0.108243162,0.095609266,0.103810254,0.106210681,0.095373937,0.11522836,0.085317341,0.091924184,0.100452363,0.097830452
1194,0.118774939,0.093093095,0.093129395,0.115310064,0.087235266,0.115195393,0.091348113,0.095653418,0.088977293,0.101283023
1302,0.095596375,0.102450142,0.089206598,0.113997489,0.084412507,0.100763087,0.099321447,0.09519305,0.106294128,0.112765177
454,0.105050609,0.09930831,0.0930379,0.100879522,0.091103035,0.102723322,0.101714006,0.099564104,0.115530153,0.091089039
752,0.098981928,0.08750188,0.11189896,0.101221439,0.101608119,0.095973538,0.090815896,0.111864801,0.107327119,0.09280632
464,0.084949542,0.089971295,0.099363537,0.113764913,0.09954903,0.111468719,0.10373197,0.101495444,0.102108026,0.093597524
1494,0.100058964,0.110583716,0.094275146,0.097057995,0.097214162,0.103362153,0.102963655,0.098382687,0.094110651,0.101990871
226,0.091076323,0.094981341,0.101168226,0.105784915,0.086706531,0.117620208,0.087618799,0.099911442,0.105000833,0.110131383
1128,0.095002266,0.092715848,0.135003268,0.097819949,0.092238948,0.115867686,0.078857304,0.097963866,0.101917221,0.092613644
1282,0.219458087,0.106560801,0.107794071,0.110559303,0.074378941,0.085880358,0.065133228,0.078130378,0.068720342,0.083384492
992,0.099851705,0.102805844,0.098428419,0.105491365,0.104685029,0.100654529,0.091083319,0.100114513,0.105294119,0.091591158
1386,0.118538373,0.089763416,0.106257329,0.113037601,0.107905165,0.094215428,0.078970256,0.10328548,0.091641529,0.096385423
918,0.102725904,0.098602705,0.102460957,0.109599168,0.096720657,0.100875753,0.087287251,0.096796926,0.108127508,0.096803171
1714,0.101147799,0.110689857,0.10887169,0.096379954,0.10798826,0.094244207,0.107449179,0.098078946,0.091830419,0.083319689
1592,0.095324253,0.112466704,0.109672598,0.102405284,0.091437972,0.102338702,0.090507553,0.093008922,0.107682911,0.095155102
1854,0.113150616,0.097924395,0.092976489,0.105347131,0.084343528,0.106468758,0.087506163,0.106591261,0.113675142,0.092016517
804,0.104961261,0.095497358,0.097130218,0.100863396,0.08992012,0.10357601,0.098730952,0.108483716,0.107197365,0.093639605
1774,0.11012042,0.0937292,0.086038443,0.096269771,0.094042614,0.108988871,0.083558002,0.114379745,0.106874263,0.105998669
672,0.097953284,0.111547447,0.108453227,0.092987234,0.093569012,0.105190262,0.104510906,0.088252662,0.106992589,0.090543376
764,0.106342719,0.098062033,0.091565717,0.095578212,0.11689876,0.099852685,0.096890694,0.094568697,0.103850006,0.096390477
1470,0.093909353,0.092171306,0.098911624,0.099295617,0.094938718,0.109695742,0.100735017,0.097932273,0.116563564,0.095846787
1538,0.100757542,0.096294065,0.102171971,0.109760648,0.088032653,0.105310546,0.086728399,0.10481402,0.10167959,0.104450566
1762,0.105456954,0.09482653,0.101090789,0.108878316,0.092678235,0.100648554,0.089391879,0.105091599,0.108722717,0.093214426
1728,0.107696881,0.097322202,0.096041276,0.116139899,0.093068963,0.094515578,0.089261826,0.0948955,0.109855047,0.101202827
1516,0.095255951,0.097601611,0.108445356,0.108277389,0.108150768,0.10236688,0.080590982,0.093524173,0.099044371,0.10674252
116,0.108031156,0.093348652,0.100310935,0.105467083,0.096368372,0.108786066,0.094272034,0.100369752,0.098703667,0.094342282
1366,0.095721868,0.094243547,0.090690431,0.115006391,0.100989962,0.112442524,0.100128827,0.094101994,0.106466623,0.090207834
1620,0.093006824,0.119292285,0.105880834,0.10822706,0.096190552,0.09508906,0.097033967,0.089148977,0.097294443,0.098835999
534,0.111070323,0.110562125,0.107968494,0.104390096,0.102412308,0.101927998,0.087830832,0.094318388,0.089955271,0.089564163
1706,0.091152052,0.095182199,0.108538078,0.095028553,0.109455148,0.090736715,0.121582878,0.096145935,0.098485815,0.093692627
1740,0.11068798,0.090632976,0.089463399,0.100446131,0.08457063,0.102722296,0.086434221,0.098478757,0.102806585,0.133757025
1408,0.111169643,0.098141607,0.094703453,0.077489121,0.117143367,0.092265412,0.119135214,0.098697492,0.076694873,0.114559819
556,0.097276266,0.109386631,0.11622151,0.091405378,0.09898958,0.099929472,0.106112471,0.097602882,0.096892183,0.086183628
476,0.097479974,0.09435792,0.095876813,0.104061318,0.09899749,0.099691642,0.095969743,0.106967298,0.104260432,0.102337371
894,0.095376985,0.122495453,0.095974279,0.107265336,0.09494704,0.098404409,0.094142323,0.094713535,0.109248823,0.087431817
1484,0.078243234,0.118591582,0.102145071,0.084180441,0.115773641,0.097638702,0.111829034,0.095889269,0.091615557,0.104093467
1578,0.087899412,0.088269137,0.096327616,0.11691718,0.094550434,0.10127422,0.09210919,0.100522293,0.102669353,0.119461166
1662,0.101007113,0.097833155,0.105710469,0.115325437,0.097432815,0.093715116,0.094055014,0.101698513,0.093769501,0.099452868
80,0.086128095,0.100396576,0.081985612,0.113534823,0.112600194,0.100700278,0.109808129,0.116464926,0.090668483,0.087712884
1048,0.104678663,0.09364321,0.114969041,0.10742524,0.087136754,0.112730694,0.092169625,0.105896514,0.09852259,0.08282767
352,0.112359827,0.096287155,0.09920815,0.102876221,0.103264335,0.095572719,0.096517727,0.097699204,0.098160751,0.09805391
1936,0.102406048,0.096011958,0.097808502,0.097826031,0.087577678,0.10144026,0.109079148,0.101969786,0.089369544,0.116511045
1074,0.11952587,0.098415293,0.097430145,0.096424369,0.088273279,0.106524969,0.09301006,0.097341493,0.105338256,0.097716266
1056,0.100129184,0.100407262,0.112382198,0.110536578,0.097212916,0.094990023,0.09569525,0.100659044,0.092760744,0.0952268
424,0.102860408,0.091531342,0.075615306,0.088476346,0.087179259,0.11277452,0.09406435,0.10381341,0.162622381,0.081062678
200,0.106192362,0.093115965,0.104141613,0.101796683,0.090259802,0.103883301,0.088698042,0.108903702,0.102279744,0.100728786
1640,0.110607658,0.103661666,0.097238094,0.11002686,0.087579939,0.101266052,0.087983212,0.110468148,0.093821777,0.097346593
1456,0.099166582,0.111071564,0.100744532,0.106830326,0.093571201,0.099148477,0.090869448,0.101740434,0.104513789,0.092343646
1240,0.111311396,0.095861188,0.111387479,0.107823939,0.088059619,0.103703839,0.087769983,0.095716647,0.09720632,0.101159591
1892,0.101565907,0.094320358,0.096309008,0.098223721,0.104598304,0.097372281,0.095307026,0.103748052,0.108397947,0.100157396
780,0.105058765,0.094580922,0.100507927,0.098880028,0.091926328,0.130331374,0.085431237,0.096228697,0.114259216,0.082795508
1038,0.098016184,0.101031662,0.103662536,0.106408048,0.093209936,0.102942932,0.097389367,0.100400668,0.101553919,0.095384748
748,0.096067405,0.094659843,0.102594673,0.106659181,0.092477976,0.106296803,0.121525685,0.09586645,0.099437865,0.084414119
746,0.107984408,0.089224377,0.127317086,0.088302537,0.10152088,0.078690519,0.122084993,0.10207951,0.095214646,0.087581043
938,0.100094242,0.104377646,0.098335644,0.101399258,0.097417569,0.103524422,0.087793793,0.104070171,0.108955252,0.094032004
1384,0.115287868,0.106968269,0.103198039,0.099296026,0.102482235,0.1020171,0.085174713,0.093641753,0.09800962,0.093924375
48,0.104453433,0.100351154,0.092805573,0.10424336,0.094886098,0.106789424,0.09299327,0.10349106,0.106299065,0.093687563
448,0.089911458,0.099346978,0.095723628,0.097555075,0.094015945,0.09534954,0.092885855,0.099268118,0.100053408,0.135889997
776,0.098682982,0.103257514,0.077172135,0.113503876,0.080802908,0.110478849,0.084414021,0.133798298,0.101681537,0.09620788
932,0.108322028,0.101963347,0.094362822,0.09343616,0.125032143,0.094890451,0.092894659,0.107713078,0.099151295,0.082234017
1868,0.168038125,0.085410464,0.081039631,0.103876089,0.071471615,0.105456866,0.068778509,0.094993238,0.123252276,0.097683189
1734,0.111403567,0.096376274,0.105711725,0.105067151,0.101857435,0.102969393,0.086579556,0.104813521,0.097775088,0.087446291
996,0.131605497,0.092898405,0.088014812,0.101027376,0.08849506,0.104161813,0.101776652,0.102449826,0.096819617,0.092750942
24,0.103989781,0.091175644,0.101089011,0.102053022,0.09320789,0.098349663,0.101851273,0.103136665,0.115104902,0.090042149
146,0.089937917,0.095740059,0.096068968,0.090767405,0.089809414,0.089346218,0.097070651,0.10250178,0.135260653,0.113496935
934,0.099328428,0.104681756,0.104967362,0.101048269,0.092309084,0.103214075,0.087654943,0.101722186,0.103656194,0.101417702
1570,0.100116675,0.094578861,0.092075717,0.104170529,0.096331935,0.107308178,0.101003522,0.103931254,0.10093983,0.099543498
810,0.100131143,0.09763544,0.100510835,0.114144208,0.090258024,0.095811034,0.100739249,0.102142459,0.093794675,0.104832933
712,0.100183807,0.104275129,0.097056153,0.089605323,0.107368663,0.099115396,0.100611499,0.10071857,0.107840235,0.093225225
1882,0.104032974,0.094820297,0.104500849,0.098609263,0.095087694,0.094854984,0.097863859,0.105589465,0.10576684,0.098873775
22,0.032674475,0.064504645,0.097073168,0.047404619,0.145727358,0.058039579,0.365171801,0.077924398,0.049098251,0.062381705
1838,0.107590966,0.098487021,0.096017473,0.106590562,0.09920483,0.099296242,0.099164425,0.101083469,0.098002283,0.094562728
590,0.00733058,0.011754979,0.008804678,0.007796634,0.008983881,0.009045152,0.008724151,0.008830913,0.007702436,0.921026597
136,0.091400229,0.100184801,0.092433119,0.102370093,0.094495118,0.107967532,0.100481736,0.096269721,0.112041867,0.102355783
246,0.098040576,0.097564447,0.095099843,0.095575967,0.094746097,0.088757646,0.121051664,0.116689159,0.089934767,0.102539833
1402,0.102837604,0.097844657,0.093893172,0.096919515,0.094207017,0.112089921,0.1003276,0.101081193,0.10739579,0.093403533
494,0.101786743,0.104440552,0.109895927,0.1014263,0.094495445,0.101939935,0.087199616,0.101120749,0.099811258,0.097883476
1758,0.105159218,0.090782447,0.088392632,0.099754315,0.093113049,0.105476185,0.102207616,0.127355703,0.093358182,0.094400653
774,0.107292226,0.094382501,0.098987351,0.116743355,0.095597106,0.101160738,0.087964941,0.101193232,0.103117215,0.093561336
438,0.127504226,0.114012984,0.089163357,0.10160308,0.089579585,0.097886746,0.087419866,0.101271255,0.105807461,0.08575144
1368,0.104546366,0.097488062,0.09602341,0.102367534,0.092528027,0.109643405,0.092463017,0.106027422,0.104500626,0.094412131
1210,0.094733667,0.09962922,0.100239663,0.103336673,0.088181496,0.094075945,0.082717927,0.098696819,0.100958475,0.137430115
650,0.105217821,0.100423037,0.092482316,0.105786212,0.08696179,0.119044957,0.090427503,0.09354944,0.113923433,0.092183491
1896,0.096168937,0.097413689,0.103454078,0.083298703,0.097317916,0.125638559,0.096576843,0.099766501,0.107165159,0.093199616
1700,0.104664155,0.088618845,0.119665377,0.100751224,0.09434843,0.09897469,0.098555123,0.104115433,0.100212094,0.090094628
1704,0.10581823,0.099238874,0.095264061,0.096869909,0.087071077,0.104458601,0.109686161,0.113193042,0.09934529,0.089054755
284,0.103818677,0.101703848,0.106173518,0.111331507,0.084493327,0.101160354,0.106770604,0.099887436,0.094531264,0.090129465
1864,0.076322592,0.114733488,0.124768168,0.12064753,0.072214823,0.079164472,0.077231794,0.077843466,0.093702492,0.163371174
674,0.102959189,0.100135506,0.101079309,0.099661483,0.095254367,0.105690937,0.088971387,0.105342907,0.108119951,0.092784964
914,0.107948553,0.094643738,0.097805932,0.104236398,0.095297988,0.10720722,0.087744686,0.102290919,0.10181414,0.101010426
1956,0.087095092,0.090553323,0.085384637,0.092558233,0.085198199,0.095588935,0.088706791,0.104339689,0.098182941,0.172392161
516,0.094841998,0.112793885,0.119251214,0.093008931,0.092422835,0.095430103,0.103023042,0.109364932,0.082947549,0.096915511
500,0.108116443,0.093455686,0.097403469,0.106314041,0.098234593,0.10128021,0.096855378,0.100143186,0.106709144,0.09148785
260,0.105191014,0.111183382,0.100158356,0.104363284,0.089487235,0.11046058,0.092992366,0.100849957,0.097595809,0.087718016
490,0.105807096,0.100729006,0.105901462,0.109887078,0.097052814,0.105890352,0.094521612,0.09164895,0.098665049,0.089896583
1560,0.102090395,0.099780684,0.095100201,0.099822144,0.095211596,0.101168782,0.089364206,0.107731178,0.107244135,0.10248668
582,0.121952636,0.103201241,0.09736375,0.105965599,0.094358444,0.112809264,0.082716349,0.09398868,0.103364778,0.084279258
904,0.096872715,0.095099521,0.101155339,0.097758131,0.089087376,0.097877834,0.101311258,0.102836348,0.114888603,0.103112874
624,0.098000446,0.094682914,0.116294619,0.098599894,0.103643493,0.099194508,0.106563801,0.091765392,0.104852397,0.086402537
112,0.094471033,0.093517037,0.098890106,0.099582829,0.129229089,0.09327843,0.096376876,0.100793738,0.109306754,0.084554108
632,0.096317467,0.090785972,0.093406458,0.108194233,0.091098082,0.097958855,0.093014672,0.113549199,0.115647577,0.100027484
184,0.078694445,0.07427283,0.078691903,0.095049974,0.093978666,0.165991541,0.068532161,0.09635392,0.178248075,0.070186486
1962,0.094287714,0.088925886,0.113569367,0.097275607,0.09605175,0.113621206,0.09468086,0.097104443,0.09789004,0.106593126
544,0.090217505,0.08863019,0.119239331,0.126101729,0.087778412,0.089592847,0.092086575,0.088155605,0.117140863,0.101056943
198,0.089544284,0.092473311,0.066459811,0.108735928,0.248500536,0.076347715,0.119012928,0.045577669,0.102901067,0.050446752
168,0.097567181,0.08836876,0.122159046,0.105830847,0.096003326,0.091406119,0.091659749,0.097769508,0.115028666,0.094206798
1520,0.108635471,0.095587058,0.095885003,0.099674233,0.101888125,0.096064649,0.10007984,0.104559712,0.105647035,0.091978874
336,0.113915682,0.094681823,0.098934395,0.103580841,0.096953628,0.106490802,0.081734463,0.101935746,0.10679907,0.09497355
214,0.102377328,0.099264227,0.093565505,0.116236344,0.077376829,0.101852603,0.081068465,0.101414534,0.128415592,0.098428572
1372,0.106713455,0.093813462,0.106820161,0.117378988,0.08732848,0.09629524,0.088411801,0.091905005,0.103908114,0.107425294
1698,0.100879284,0.097941119,0.101549855,0.116087262,0.091925058,0.105925837,0.088453125,0.094433058,0.101472564,0.101332838
1244,0.087751635,0.110065295,0.104528682,0.090195249,0.09213152,0.085619906,0.104977155,0.100233304,0.118415742,0.106081513
1820,0.092203533,0.090935676,0.092962837,0.107458575,0.098501044,0.102404348,0.097211033,0.106124689,0.103562494,0.10863577
104,0.100175967,0.093630825,0.108730563,0.10519503,0.094847369,0.108370754,0.084045685,0.09911032,0.097739816,0.108153671
458,0.134672248,0.078252924,0.105706711,0.123798069,0.094712266,0.09332685,0.089091507,0.100885778,0.092897964,0.086655682
868,0.107001843,0.094640494,0.104482213,0.091399588,0.103028684,0.10031507,0.104399169,0.101799907,0.097495641,0.095437392
568,0.085338453,0.101005134,0.128687004,0.085811737,0.1385379,0.100030274,0.116911721,0.081245222,0.086217982,0.076214574
442,0.11045592,0.104260802,0.113482692,0.097140018,0.089365814,0.104005975,0.093690032,0.100185355,0.091621078,0.095792315
