doc,1,2,3,4,5,6,7,8,9,10
362,0.107316441,0.107147314,0.081113999,0.100269717,0.090614495,0.107839317,0.117228908,0.109003631,0.087824401,0.091641776
966,0.119686553,0.092182796,0.094192345,0.101616137,0.085987146,0.102823079,0.076291855,0.102734569,0.101658213,0.122827307
1268,0.095676488,0.097880385,0.104285595,0.099036464,0.10376723,0.103939169,0.09399666,0.095217004,0.103863231,0.102337776
288,0.061278614,0.103009722,0.093925534,0.114185939,0.125046023,0.095416001,0.116824583,0.132641646,0.075127871,0.082544067
1092,0.095940378,0.095758165,0.097237563,0.098147237,0.098916166,0.104075234,0.103122763,0.094274401,0.112623052,0.099905042
1294,0.111889879,0.109111552,0.146682876,0.159922516,0.055348931,0.06504213,0.106824773,0.073823066,0.041279599,0.130074677
118,0.094073333,0.088574968,0.110717245,0.09753117,0.092636021,0.110274186,0.08429899,0.091893134,0.093727733,0.136273218
1196,0.106954523,0.110913137,0.095343809,0.103418764,0.093380334,0.107877727,0.097724244,0.091035797,0.091992237,0.101359429
738,0.028617584,0.076859954,0.076840588,0.067697418,0.059116724,0.053894808,0.08156486,0.160540762,0.05290599,0.341961313
1870,0.103935489,0.104963651,0.090601976,0.098506769,0.08977167,0.108304169,0.095723596,0.120434339,0.099018739,0.088739603
958,0.107371935,0.094149625,0.086923613,0.105359634,0.089015904,0.102212983,0.084491069,0.104637179,0.112427494,0.113410565
274,0.088884438,0.105786022,0.175092822,0.084352677,0.118309883,0.093450054,0.087692739,0.075905344,0.089868201,0.08065782
1288,0.105571625,0.097292517,0.087655556,0.112118152,0.092729495,0.10850588,0.08563207,0.097741618,0.114107087,0.098645999
1642,0.1020781,0.101784516,0.094725678,0.109071491,0.091290545,0.097730587,0.098271831,0.101985425,0.107631663,0.095430164
1576,0.067450868,0.062462283,0.060767868,0.152872747,0.055888269,0.073095264,0.048737266,0.271529972,0.066894472,0.14030099
396,0.102301084,0.093034779,0.10156639,0.101787032,0.097601858,0.097027425,0.101466227,0.104346994,0.10897739,0.09189082
1818,0.110422189,0.070107062,0.07947826,0.090598467,0.104357507,0.079471179,0.102657444,0.093101491,0.107152437,0.162653965
18,0.117036261,0.112980805,0.08514522,0.091329968,0.094891875,0.114976978,0.092789937,0.105064486,0.092159887,0.093624583
1722,0.097383245,0.09350164,0.107753281,0.097484231,0.105810268,0.097653301,0.103376396,0.098775047,0.104588516,0.093674074
614,0.104705895,0.100115622,0.089292873,0.104483781,0.094303845,0.103582681,0.085624544,0.103578607,0.108031116,0.106281035
638,0.096867512,0.12623334,0.100559347,0.097606658,0.090957526,0.10864165,0.131370701,0.08316009,0.082599433,0.082003745
426,0.115933285,0.08935804,0.09658919,0.109481588,0.079593229,0.119788585,0.078168877,0.09315641,0.111902196,0.1060286
358,0.106186917,0.098435205,0.107530028,0.110383646,0.095211848,0.093143164,0.098610976,0.099977831,0.093485339,0.097035045
978,0.083572954,0.102469198,0.109730664,0.093119353,0.121499692,0.095928597,0.10081716,0.095822564,0.105245939,0.091793879
1322,0.089148056,0.11407372,0.087725318,0.099557521,0.103458594,0.095011066,0.100938922,0.08995761,0.107482434,0.112646759
1616,0.100143772,0.096815571,0.097332724,0.091660627,0.109122345,0.101522639,0.104867537,0.098273557,0.100651283,0.099609945
148,0.107559419,0.090757669,0.108043911,0.095788343,0.078106112,0.121946068,0.083409866,0.089603303,0.097819103,0.126966206
560,0.118965183,0.115016685,0.088218469,0.121202261,0.098556898,0.098405908,0.09495151,0.0837043,0.086361428,0.094617357
210,0.052669964,0.119088666,0.094274866,0.063662508,0.091168875,0.088902249,0.201975818,0.074887678,0.096359884,0.117009493
642,0.092407117,0.101064689,0.093771817,0.097216076,0.097817583,0.102002027,0.095638288,0.099027323,0.101720238,0.119334842
1530,0.094722441,0.084421406,0.119930236,0.100605113,0.09583848,0.103779217,0.068335746,0.09137729,0.098025391,0.14296468
778,0.099102698,0.112703231,0.096098096,0.099237882,0.091370636,0.106391626,0.10322011,0.099305724,0.100673467,0.09189653
580,0.099672579,0.104676824,0.102133706,0.103276959,0.097979955,0.097394457,0.100015722,0.104727362,0.103119741,0.087002694
366,0.115101426,0.114414857,0.088373597,0.101938848,0.090350361,0.099525103,0.087436468,0.094915585,0.110068344,0.097875411
1058,0.118284986,0.099074411,0.092395752,0.100466608,0.088505985,0.105793778,0.079628723,0.100435508,0.106592384,0.108821865
1908,0.089748639,0.098961644,0.104802275,0.096493666,0.09333845,0.09159314,0.100686623,0.099763611,0.116066849,0.108545105
1654,0.099877492,0.088410994,0.106458467,0.093994502,0.106773643,0.092660761,0.106957264,0.104618053,0.105386842,0.094861983
1062,0.106012231,0.102544897,0.099756419,0.099084359,0.102587093,0.092828982,0.098832057,0.099124015,0.098699019,0.100530928
698,0.077622666,0.168191669,0.084755509,0.059961466,0.107100323,0.090385471,0.121222659,0.137761643,0.077152669,0.075845925
1316,0.099236763,0.094885151,0.110331902,0.107004876,0.089801499,0.099991705,0.088553815,0.103441091,0.096687153,0.110066044
652,0.10251379,0.118172031,0.101707584,0.102910528,0.100657377,0.091350438,0.072868246,0.079474855,0.09131692,0.139028231
76,0.102785402,0.107717523,0.097974422,0.116462678,0.08757842,0.096442562,0.087989039,0.100035945,0.102433149,0.10058086
902,0.098542726,0.100934179,0.097750522,0.095098682,0.093075201,0.095955505,0.13555811,0.094512687,0.099094007,0.089478382
1918,0.109656429,0.104584705,0.093775687,0.094781487,0.102521763,0.106939487,0.094685639,0.08474754,0.103185136,0.105122125
1340,0.093174318,0.086341529,0.117904235,0.111316061,0.089122499,0.092665864,0.095518185,0.100330358,0.083118902,0.130508048
8,0.079767458,0.092206971,0.105259432,0.133510818,0.154326199,0.084308734,0.079141075,0.092920432,0.085951942,0.09260694
984,0.109484598,0.095604822,0.098663343,0.104575768,0.093367675,0.103209564,0.100602264,0.099476934,0.102462477,0.092552554
910,0.092653857,0.099139081,0.105307942,0.098823039,0.105988507,0.097688208,0.09700771,0.098165489,0.10726658,0.097959587
798,0.101185228,0.093392255,0.083854389,0.095760463,0.101578993,0.107177351,0.096035863,0.10676362,0.098385168,0.115866669
1266,0.104849249,0.09530363,0.107388365,0.098328461,0.085879352,0.099095667,0.08964735,0.096838049,0.119283203,0.103386672
1258,0.103302006,0.100973031,0.097315024,0.10323899,0.096629174,0.106401078,0.095677923,0.099635177,0.105012022,0.091815575
1346,0.104175347,0.098252318,0.094802844,0.101782243,0.090212838,0.10712771,0.112361566,0.096824655,0.101708133,0.092752345
606,0.107335777,0.096870172,0.101001032,0.1060593,0.086986385,0.101877738,0.09515334,0.104625161,0.108318394,0.091772701
608,0.085726118,0.104038695,0.1157978,0.101267207,0.082793734,0.103714495,0.101968655,0.10025345,0.119132112,0.085307734
190,0.115924503,0.093339467,0.098696388,0.109576179,0.091128195,0.104982908,0.094038964,0.105324046,0.100485884,0.086503468
872,0.10519016,0.102855747,0.103248421,0.098548724,0.099684349,0.097235708,0.093161354,0.095165341,0.101222285,0.10368791
1396,0.069944294,0.112633729,0.088390877,0.129921291,0.07743661,0.111932997,0.069359708,0.109457489,0.103487028,0.127435977
1534,0.101186873,0.096919066,0.105405664,0.098346334,0.096869775,0.101652206,0.097942499,0.093922413,0.096759296,0.110995874
188,0.105441016,0.101118046,0.094313524,0.108262781,0.087818827,0.103210289,0.084358934,0.099486893,0.108190145,0.107799544
232,0.127371539,0.090191137,0.106085052,0.105919853,0.089289738,0.095223582,0.093625826,0.103000265,0.096807311,0.092485698
258,0.081689653,0.10769673,0.108144199,0.088511268,0.087616358,0.09490777,0.107506389,0.115534979,0.100039435,0.108353218
1392,0.111406336,0.098002554,0.098937771,0.11243733,0.097281844,0.099801844,0.076181689,0.106555885,0.102055342,0.097339405
1434,0.110082531,0.10008229,0.0979396,0.102811407,0.091087435,0.102738714,0.095756845,0.100674564,0.106094281,0.092732334
1358,0.114743366,0.095457273,0.097301523,0.106350286,0.092739516,0.09724358,0.098583198,0.099367425,0.100856649,0.097357185
38,0.108005714,0.091598826,0.102280893,0.107009729,0.108799898,0.097789237,0.09692662,0.098926525,0.094145396,0.094517163
1812,0.104779198,0.096650893,0.102493178,0.100867154,0.095128502,0.106569301,0.097720464,0.108409123,0.09882004,0.088562147
1274,0.091205103,0.127667092,0.097358309,0.103831997,0.099457634,0.097830367,0.096625917,0.099398084,0.097024814,0.089600683
1860,0.083776981,0.088026108,0.095963686,0.131469049,0.08707236,0.102361745,0.097304175,0.094324369,0.121552605,0.098148922
1224,0.1018196,0.124810965,0.094005228,0.093603688,0.101033235,0.096606581,0.118883586,0.087855703,0.092343505,0.089037909
898,0.097056692,0.095371842,0.113021203,0.101978225,0.098091598,0.101072071,0.096971405,0.108828293,0.097070233,0.090538439
852,0.104282413,0.09938059,0.099482253,0.106726191,0.092418698,0.105530327,0.091403463,0.099380535,0.106495299,0.094900231
1504,0.111536352,0.094667047,0.101380604,0.101091217,0.089162056,0.102868361,0.100820216,0.107311661,0.099408577,0.091753909
1944,0.090475281,0.099624558,0.100345335,0.098040398,0.097336921,0.103605879,0.100717887,0.108024155,0.106024137,0.095805449
756,0.076290973,0.114353888,0.13809971,0.079912782,0.090898305,0.103031787,0.103988834,0.105282767,0.088488809,0.099652147
1090,0.11240239,0.102514212,0.093391407,0.109374391,0.088910931,0.100889313,0.088074123,0.101919374,0.108359438,0.09416442
1692,0.104054654,0.100263988,0.100447989,0.095850273,0.088070492,0.107521295,0.094556483,0.104135955,0.099557736,0.105541135
1960,0.110137751,0.095588245,0.096424788,0.10081878,0.093888782,0.098593645,0.094083461,0.114506019,0.106824466,0.089134064
970,0.105709667,0.103552407,0.097420776,0.096974767,0.110931906,0.100755453,0.099725399,0.09310869,0.096507743,0.095313193
202,0.104938175,0.092821388,0.097658895,0.105243661,0.086514648,0.102606319,0.078478262,0.105287931,0.112746963,0.113703758
1188,0.109042417,0.092766122,0.095898458,0.111848086,0.111859338,0.098249891,0.100895956,0.092026103,0.104780822,0.082632807
1094,0.104484771,0.090516834,0.098564584,0.099998253,0.099681729,0.104615062,0.093482761,0.100537211,0.107604275,0.10051452
1118,0.106627645,0.097060051,0.101593878,0.119552751,0.08805187,0.109643917,0.088170347,0.100088518,0.093601376,0.095609646
1134,0.104773434,0.106300666,0.096083855,0.093342776,0.103618025,0.094532124,0.098180894,0.114156382,0.099400272,0.089611572
328,0.114311312,0.099160259,0.090180602,0.111389991,0.096020276,0.101889502,0.086984953,0.097335629,0.101519277,0.101208198
1360,0.120224854,0.107029731,0.090106055,0.102111854,0.085388842,0.100577644,0.088745004,0.10159374,0.098614332,0.105607943
800,0.096211337,0.10429852,0.101329959,0.102674704,0.097733274,0.104602083,0.092832506,0.094883657,0.115184217,0.090249744
1684,0.126456336,0.100784906,0.093380839,0.103174336,0.091147405,0.096049401,0.093766314,0.092526619,0.10268389,0.100029954
1082,0.098101186,0.08501973,0.111314562,0.100074436,0.081093002,0.119709921,0.086117341,0.101136999,0.10860785,0.108824974
596,0.098398299,0.105173297,0.097890627,0.106505952,0.088334465,0.104657381,0.094491785,0.104848526,0.110100278,0.089599391
1648,0.106601948,0.104413201,0.098025396,0.112416616,0.093561583,0.104189737,0.087073896,0.094619022,0.104458985,0.094639616
14,0.109807297,0.096364002,0.094695517,0.100778836,0.087312113,0.10737002,0.093732034,0.101997484,0.107622266,0.10032043
1338,0.127692278,0.09299904,0.089797748,0.119275329,0.087135215,0.102077442,0.087878537,0.095031628,0.101649542,0.096463242
318,0.109948058,0.097877644,0.108596001,0.104104656,0.096575943,0.103135019,0.08970964,0.09710877,0.097078689,0.095865581
228,0.08965122,0.11068981,0.110141631,0.090533446,0.107512516,0.100915453,0.088632668,0.101609611,0.106328983,0.093984662
1304,0.112808206,0.116033323,0.092899941,0.109800337,0.090841802,0.096281249,0.077209267,0.095265437,0.091929803,0.116930635
758,0.114300818,0.102252849,0.096577686,0.100051739,0.092872355,0.098373653,0.094790969,0.102122454,0.106903939,0.091753539
784,0.116293443,0.093483892,0.109003364,0.112422072,0.092658069,0.100375501,0.08663363,0.099665915,0.095017334,0.09444678
1942,0.108769986,0.101894825,0.09893128,0.115706471,0.0936465,0.102355677,0.090696548,0.098127795,0.101922187,0.087948732
292,0.104261719,0.100025147,0.098051359,0.109620415,0.089026412,0.100254681,0.081820023,0.106286558,0.100173729,0.110479957
754,0.382145678,0.071190144,0.060765546,0.05920858,0.080982881,0.062516091,0.090174634,0.060850391,0.066587726,0.065578329
252,0.094404528,0.10337677,0.106414916,0.095527714,0.088346845,0.091617795,0.093702867,0.09569096,0.099003171,0.131914434
1262,0.095063442,0.101060639,0.103449409,0.111388051,0.092902048,0.100999969,0.103463618,0.098518829,0.106050854,0.087103141
1020,0.097866323,0.092165731,0.099110936,0.087516692,0.090190238,0.107320042,0.132237063,0.106108203,0.103011185,0.084473588
470,0.104327412,0.088054071,0.094980111,0.11474919,0.097014447,0.10083741,0.089247082,0.094743539,0.118178853,0.097867885
1142,0.138458875,0.09550863,0.080458462,0.089600183,0.096242777,0.116332372,0.085390641,0.086983297,0.127426288,0.083598475
174,0.114782483,0.095801402,0.096293507,0.098726811,0.090318235,0.101637586,0.089888527,0.102483389,0.106199623,0.103868437
1424,0.118538607,0.10265468,0.094522104,0.103737384,0.096108491,0.106840859,0.0844129,0.092245134,0.108269748,0.092670096
1100,0.114313315,0.107490749,0.110349387,0.109571223,0.086743665,0.101459726,0.086502341,0.096913567,0.100297489,0.086358539
1518,0.078258138,0.182236362,0.097209663,0.086865999,0.141981978,0.067963161,0.086267197,0.079039779,0.104445994,0.07573173
682,0.094859662,0.112284034,0.09606486,0.077282951,0.092544382,0.086592697,0.1188653,0.146745048,0.085480912,0.089280153
1826,0.083116332,0.08842335,0.084242494,0.132143978,0.072389204,0.08479526,0.087829144,0.109521229,0.12732194,0.130217069
1682,0.090180981,0.104202927,0.090281314,0.095954453,0.094778156,0.112962442,0.103387876,0.106025545,0.090884468,0.111341838
1602,0.104763913,0.097249187,0.095471267,0.098247445,0.092904853,0.107885106,0.092187428,0.098506641,0.10638708,0.10639708
400,0.128521912,0.101871454,0.08924819,0.120497355,0.105536285,0.086013866,0.084236338,0.079180126,0.120783655,0.08411082
334,0.090670355,0.100434665,0.098467303,0.112668072,0.087474209,0.107421082,0.091557682,0.105471399,0.102283267,0.103551967
1200,0.094858527,0.10630266,0.100952284,0.100512542,0.094145284,0.098031755,0.09738081,0.099735852,0.112999938,0.09508035
890,0.113743119,0.073797762,0.100031529,0.08707232,0.083482405,0.111061023,0.118771175,0.110269988,0.098338104,0.103432575
1624,0.082495425,0.114374785,0.106308816,0.090900195,0.10196596,0.096138452,0.102541749,0.111203634,0.101484381,0.092586604
662,0.098793207,0.100004605,0.095770602,0.112437143,0.094037857,0.102998016,0.08929351,0.105339411,0.103508858,0.097816791
1498,0.11919348,0.07985617,0.121150484,0.096856284,0.096481778,0.087750044,0.084221551,0.131667741,0.081364483,0.101457984
312,0.093595254,0.101388251,0.11203543,0.089297737,0.084669922,0.104864939,0.088353694,0.103177738,0.099238394,0.12337864
1888,0.122341142,0.082804796,0.089803604,0.113504502,0.107248087,0.098452279,0.088650498,0.092248902,0.115008222,0.089937968
936,0.124166734,0.092307269,0.104667233,0.09926255,0.096333057,0.098697556,0.0758604,0.101547124,0.088152925,0.119005152
158,0.108998294,0.098513971,0.092000542,0.100774059,0.099338957,0.096079411,0.095178469,0.102078698,0.11022342,0.09681418
750,0.104846371,0.107341912,0.113115315,0.106620975,0.08543959,0.099707411,0.092845769,0.099170062,0.101898244,0.089014351
64,0.109060657,0.097277156,0.094679824,0.102513112,0.091088099,0.108443725,0.09074108,0.101492138,0.10949193,0.095212279
1884,0.096995401,0.113835262,0.094606173,0.096244143,0.099862809,0.101817359,0.090720665,0.098279409,0.110723778,0.096915003
640,0.107117383,0.099824794,0.103513292,0.095559176,0.10223038,0.099602157,0.095857151,0.105259561,0.093579354,0.097456752
508,0.103640797,0.100100738,0.085540406,0.090218514,0.104791489,0.093369758,0.107589359,0.106842581,0.107628535,0.100277821
714,0.096551109,0.094710641,0.091027038,0.112676312,0.095231235,0.113673372,0.08456765,0.105358072,0.112364125,0.093840444
1914,0.096409982,0.114023092,0.082710054,0.096414597,0.089113833,0.108498488,0.102545147,0.096397682,0.1136002,0.100286925
1248,0.096682597,0.115990388,0.119613295,0.109002481,0.09019928,0.092763452,0.091180697,0.102446743,0.09132128,0.090799787
1938,0.099787839,0.096607945,0.091824948,0.100626515,0.080364242,0.098314314,0.08468641,0.084553752,0.101903908,0.161330125
1318,0.102258551,0.092264569,0.117633488,0.10620867,0.094578154,0.10302973,0.089649167,0.100682831,0.101622301,0.09207254
1600,0.099738161,0.102927658,0.094038074,0.107218301,0.093931719,0.104502679,0.085345715,0.098235697,0.101325461,0.112736534
1934,0.058971836,0.179973954,0.089495585,0.077338659,0.089631082,0.074856364,0.125885977,0.158011498,0.079835065,0.065999979
630,0.113838361,0.093683565,0.109841708,0.102022477,0.092016425,0.098742473,0.100647491,0.101777479,0.098905799,0.088524223
322,0.09010896,0.0993914,0.103777145,0.093977937,0.088745685,0.112632161,0.097304571,0.094995637,0.102549194,0.116517311
1078,0.102793471,0.094431231,0.095865682,0.098899991,0.095872904,0.10004367,0.095308663,0.111825486,0.109776083,0.095182819
760,0.115638246,0.09957713,0.096284078,0.107889334,0.090421289,0.106625056,0.094255281,0.092297529,0.10226808,0.094743977
1814,0.10174753,0.099405619,0.098631985,0.100693217,0.099505358,0.107242393,0.098452065,0.095710291,0.10062385,0.097987691
1776,0.083135803,0.08606611,0.134409823,0.091583132,0.130962372,0.088314149,0.111375826,0.09756211,0.080089686,0.09650099
270,0.099687313,0.095812188,0.09534272,0.10846564,0.091416082,0.105012292,0.081463763,0.107906518,0.107059618,0.107833867
998,0.090303251,0.107160483,0.104471786,0.102532636,0.095410332,0.10536521,0.094664116,0.103056634,0.103477777,0.093557776
90,0.104906863,0.091878281,0.109236272,0.099834774,0.091386155,0.10786372,0.099160186,0.100328492,0.105812707,0.089592551
1114,0.10712158,0.112084571,0.094699758,0.112026789,0.098928061,0.090509453,0.116518331,0.089688524,0.098661662,0.079761269
1542,0.090145925,0.085969939,0.073715891,0.157940057,0.091822481,0.100397611,0.084500037,0.131918068,0.093021951,0.09056804
1440,0.098126951,0.10558775,0.094533767,0.105516727,0.096878289,0.0984377,0.09940757,0.104635917,0.097058016,0.099817313
142,0.096564252,0.104391983,0.089146073,0.107773583,0.099132967,0.099097533,0.09632074,0.099376596,0.10468312,0.103513152
250,0.099770588,0.099667977,0.099924788,0.101394606,0.090438496,0.097654605,0.08976291,0.096848455,0.108050035,0.11648754
308,0.097708213,0.110776087,0.098889988,0.100626377,0.094275462,0.095714286,0.086198455,0.104014685,0.115881635,0.095914811
1138,0.101650338,0.09400107,0.094503944,0.098902673,0.091820347,0.110206046,0.091850942,0.097912989,0.107421396,0.111730256
1764,0.092194922,0.101529221,0.100324147,0.106962682,0.091081735,0.109975422,0.096760162,0.099929443,0.108310503,0.092931764
1256,0.095366963,0.091607186,0.110576814,0.11404411,0.093739804,0.097248731,0.079215218,0.098808023,0.100056088,0.119337063
1236,0.089900954,0.102268519,0.091802128,0.101622075,0.09566414,0.107642842,0.099602631,0.10003437,0.116131178,0.095331162
392,0.104673037,0.095933522,0.093415909,0.112391398,0.094237103,0.095440117,0.096828242,0.096756902,0.105951635,0.104372135
478,0.109712178,0.096179995,0.094477601,0.10150844,0.092317387,0.103684858,0.093415591,0.10277439,0.111054389,0.094875172
386,0.111985309,0.092791549,0.098457276,0.107511183,0.100420035,0.106744435,0.088495475,0.09939994,0.102911123,0.091283675
1260,0.18427739,0.092775381,0.093323415,0.095404295,0.080543123,0.093785967,0.094868065,0.086335322,0.089824632,0.088862409
180,0.099697877,0.094241724,0.097859262,0.114931434,0.081158594,0.105738397,0.089430438,0.105504994,0.109796398,0.101640882
1162,0.101865754,0.101458092,0.101223829,0.104065293,0.089133184,0.101215332,0.093738072,0.102931068,0.101894112,0.102475264
576,0.122942843,0.097491898,0.095934048,0.112506113,0.089601972,0.098899977,0.08462959,0.093360176,0.111813223,0.09282016
1910,0.105593468,0.099360882,0.104252815,0.110177457,0.084769074,0.10630714,0.090452207,0.105303374,0.096831176,0.096952408
962,0.088443894,0.094852178,0.079762213,0.131360821,0.104344344,0.098766252,0.078002941,0.120307131,0.098932153,0.105228074
1010,0.115061782,0.096880415,0.090750427,0.104453136,0.099601139,0.105430653,0.088976985,0.093911012,0.104136278,0.100798175
884,0.107422121,0.092409418,0.099927688,0.105356857,0.092586517,0.103449315,0.090307099,0.10029601,0.10175608,0.106488895
1198,0.104318232,0.097422746,0.095467542,0.101971705,0.094288435,0.107608917,0.104105302,0.100175593,0.104151032,0.090490496
736,0.092879267,0.115210969,0.088984589,0.130326083,0.085267587,0.084777324,0.063438292,0.103936037,0.124034709,0.111145144
78,0.063353344,0.131944273,0.085719675,0.072177716,0.136440951,0.051158814,0.089855931,0.086934421,0.173649692,0.108765183
144,0.096009305,0.095302534,0.108506416,0.109764384,0.094225368,0.105416365,0.100555464,0.096886578,0.095880328,0.097453258
1264,0.107800461,0.087581933,0.121739189,0.096048017,0.102312455,0.102249169,0.108130159,0.112456247,0.079425422,0.082256949
1428,0.114589859,0.092521194,0.096662994,0.100427293,0.099794687,0.09798332,0.094842965,0.091635612,0.106329521,0.105212554
164,0.091309688,0.106337977,0.089047655,0.098797924,0.090610936,0.105397687,0.087954471,0.105527413,0.089037888,0.13597836
794,0.103426153,0.10289993,0.100863036,0.102686706,0.090788092,0.113025672,0.09613809,0.097874378,0.098541611,0.093756333
1574,0.081473432,0.102285739,0.110642295,0.078696541,0.135919312,0.104500601,0.101682148,0.078866803,0.107624377,0.098308751
1374,0.105598804,0.093706921,0.106918621,0.101235537,0.102998912,0.101318327,0.087238666,0.09328126,0.097329985,0.110372968
1146,0.095425989,0.093811522,0.101855428,0.096289699,0.115716744,0.095523868,0.100176614,0.107576688,0.103904878,0.089718571
474,0.110605803,0.100156309,0.093322605,0.106356728,0.092528735,0.098502762,0.092075723,0.103495927,0.108684482,0.094270925
402,0.090553903,0.117796334,0.117501329,0.083154371,0.086259309,0.096015878,0.098185402,0.083570301,0.121180775,0.105782397
1174,0.163026091,0.091893357,0.087173032,0.103583944,0.092890547,0.09496725,0.081323077,0.101794725,0.09853492,0.084813057
1806,0.117342636,0.107762609,0.097608344,0.092924918,0.093796758,0.102651322,0.101965188,0.107351404,0.084772053,0.093824768
916,0.106872164,0.100130666,0.091306036,0.110773867,0.089721019,0.106895474,0.091183885,0.101522481,0.107600968,0.09399344
830,0.126588068,0.101866364,0.088991166,0.109842929,0.097492863,0.09085493,0.095059405,0.097542842,0.094870069,0.096891364
16,0.096801872,0.099743112,0.104148769,0.107966194,0.09154947,0.098370983,0.089078182,0.098505072,0.104214645,0.109621702
10,0.107766948,0.100803689,0.097352919,0.098113137,0.108544287,0.095510088,0.104497615,0.102449165,0.098549462,0.08641269
844,0.106456481,0.096872266,0.103653754,0.111737331,0.090937306,0.098934447,0.087913749,0.101486014,0.102711771,0.099296882
314,0.096682038,0.097418597,0.097255061,0.113178708,0.091348148,0.1043201,0.094220109,0.100568697,0.113694652,0.091313889
900,0.097627147,0.095682246,0.101344525,0.093417329,0.104915653,0.103620891,0.095473822,0.100086294,0.100521262,0.10731083
340,0.088392847,0.106367082,0.102864594,0.09926621,0.09302587,0.101615369,0.098668286,0.119250211,0.095662122,0.09488741
1546,0.090395151,0.100442025,0.087901565,0.152228538,0.07373771,0.111035448,0.078381504,0.102209661,0.106361135,0.097307261
170,0.110569379,0.100638722,0.100927824,0.103339481,0.087281447,0.110404499,0.091588346,0.102856592,0.097854,0.09453971
732,0.088179727,0.110519107,0.111761957,0.089937563,0.120690034,0.089534023,0.113258345,0.098762673,0.084051946,0.093304625
1742,0.120650206,0.093603149,0.091795553,0.105826848,0.091759371,0.104471867,0.090422603,0.099707179,0.106684463,0.095078761
1446,0.11901754,0.095869525,0.097654213,0.101831113,0.085623493,0.102023614,0.096397333,0.104481839,0.104213458,0.092887873
644,0.099987526,0.098438228,0.097123683,0.092736556,0.091495807,0.106676733,0.089301061,0.099882957,0.100992589,0.12336486
1612,0.093943423,0.093003032,0.102981142,0.095056803,0.103840112,0.099634562,0.118170024,0.099454553,0.101278108,0.092638241
